cirp_id,sector,bench,admission_date,resolution_status,duration_days,admitted_claim_cr,realisation_pct,no_of_financial_creditors,resolution_applicants_received,ip_changed,litigation_pending,favourable_outcome
CIRP-00474,IT / Technology,NCLT Delhi,2018-08-03,Withdrawn (Sec 12A),591,76.82,73.49,48,3,0,1,1
CIRP-00475,Telecom,NCLT Ahmedabad,2017-05-14,Liquidation Order,687,87.76,1.71,38,0,0,0,0
CIRP-00476,Others,NCLT Chennai,2019-12-04,Resolution Plan Approved,846,79.21,28.16,10,14,0,1,1
CIRP-00477,Real Estate,NCLT Hyderabad,2017-10-02,Withdrawn (Sec 12A),722,1.24,65.98,11,6,0,0,1
CIRP-00478,Real Estate,NCLT Hyderabad,2022-11-14,Liquidation Order,794,108.84,1.04,57,8,0,0,0
CIRP-00479,Healthcare,NCLT Hyderabad,2019-09-10,Resolution Plan Approved,578,277.45,53.41,117,15,0,0,1
CIRP-00480,Infrastructure,NCLT Delhi,2021-04-22,Withdrawn (Sec 12A),827,61.02,41.84,6,9,0,0,1
CIRP-00481,Manufacturing,NCLT Ahmedabad,2017-08-17,Resolution Plan Approved,775,217.63,53.48,6,1,0,0,1
CIRP-00482,Real Estate,NCLT Ahmedabad,2021-07-31,Liquidation Order,881,43.52,5.11,102,19,0,0,0
CIRP-00483,Manufacturing,NCLT Kolkata,2018-04-05,Ongoing,341,135.64,,12,6,0,0,0
CIRP-00484,Energy,NCLT Chennai,2018-10-15,Ongoing,348,36.42,,11,11,0,1,0
CIRP-00485,Manufacturing,NCLT Ahmedabad,2019-03-29,Ongoing,423,140.72,,82,14,0,0,0
CIRP-00486,Banking & Finance,NCLT Mumbai,2020-12-27,Resolution Plan Approved,897,1.08,53.66,120,17,0,0,1
CIRP-00487,Others,NCLT Mumbai,2022-07-26,Appeal Pending,166,30.4,,150,20,0,0,0
CIRP-00488,Telecom,NCLT Hyderabad,2022-05-31,Liquidation Order,972,392.74,1.73,133,13,0,0,0
CIRP-00489,Infrastructure,NCLT Delhi,2020-08-20,Withdrawn (Sec 12A),1085,9.65,65.14,17,10,0,0,1
CIRP-00490,Telecom,NCLT Ahmedabad,2019-09-30,Withdrawn (Sec 12A),167,119.48,55.4,67,16,0,1,1
CIRP-00491,Telecom,NCLT Hyderabad,2020-10-30,Liquidation Order,347,6.7,2.24,117,0,0,1,0
CIRP-00492,Manufacturing,NCLT Delhi,2018-06-27,Settled,531,136.04,71.41,81,19,0,0,1
CIRP-00493,Others,NCLT Mumbai,2019-06-30,Liquidation Order,688,12.64,2.21,63,13,0,1,0
CIRP-00494,Energy,NCLT Ahmedabad,2018-05-26,Resolution Plan Approved,189,40.38,52.59,132,19,0,0,1
CIRP-00495,Retail,NCLT Kolkata,2019-11-11,Settled,786,797.75,67.74,3,0,0,1,1
CIRP-00496,Real Estate,NCLT Ahmedabad,2019-11-15,Settled,696,20.34,66.15,7,19,0,1,1
CIRP-00497,Telecom,NCLT Mumbai,2022-08-26,Withdrawn (Sec 12A),333,8.58,50.13,121,6,0,0,1
CIRP-00498,IT / Technology,NCLT Chennai,2019-06-19,Settled,1019,130.02,36.07,106,11,0,0,1
CIRP-00499,Manufacturing,NCLT Hyderabad,2018-09-08,Withdrawn (Sec 12A),642,98.85,35.07,111,19,0,0,1
CIRP-00500,Manufacturing,NCLT Delhi,2018-03-23,Resolution Plan Approved,148,43.2,35.89,144,8,0,0,1
CIRP-00501,Banking & Finance,NCLT Chennai,2021-11-16,Liquidation Order,194,28.75,0.37,14,9,0,1,0
CIRP-00502,Others,NCLT Chennai,2022-03-04,Settled,699,219.6,23.26,123,7,1,0,1
CIRP-00503,Healthcare,NCLT Hyderabad,2017-07-15,Appeal Pending,429,10.36,,141,5,0,0,0
CIRP-00504,Real Estate,NCLT Kolkata,2020-07-07,Appeal Pending,443,123.64,,9,10,1,0,0
CIRP-00505,Others,NCLT Kolkata,2019-07-19,Appeal Pending,536,292.24,,110,9,0,1,0
CIRP-00506,IT / Technology,NCLT Ahmedabad,2021-12-22,Appeal Pending,168,133.66,,67,19,0,1,0
CIRP-00507,Energy,NCLT Hyderabad,2019-12-14,Resolution Plan Approved,587,333.3,30.09,145,3,0,0,1
CIRP-00508,Retail,NCLT Ahmedabad,2021-05-11,Liquidation Order,171,748.71,4.44,68,18,0,0,0
CIRP-00509,IT / Technology,NCLT Chennai,2020-05-26,Settled,1029,5.18,47.29,37,2,0,1,1
CIRP-00510,Infrastructure,NCLT Mumbai,2017-07-20,Resolution Plan Approved,777,221.32,59.09,36,16,0,0,1
CIRP-00511,IT / Technology,NCLT Delhi,2021-02-18,Withdrawn (Sec 12A),672,274.93,43.17,74,9,1,1,1
CIRP-00512,IT / Technology,NCLT Hyderabad,2021-02-10,Settled,71,37.39,35.78,138,11,0,1,1
CIRP-00513,Telecom,NCLT Delhi,2021-03-12,Appeal Pending,574,583.03,,117,4,0,0,0
CIRP-00514,Telecom,NCLT Mumbai,2017-08-11,Ongoing,188,314.09,,15,0,0,0,0
CIRP-00515,Manufacturing,NCLT Chennai,2018-10-09,Liquidation Order,758,73.61,4.08,74,3,0,0,0
CIRP-00516,Retail,NCLT Delhi,2020-02-07,Appeal Pending,162,8.26,,99,13,0,0,0
CIRP-00517,Energy,NCLT Delhi,2022-12-11,Resolution Plan Approved,736,8.05,50.0,77,0,1,1,1
CIRP-00518,Telecom,NCLT Hyderabad,2022-08-29,Appeal Pending,548,20.06,,45,10,0,0,0
CIRP-00519,Telecom,NCLT Delhi,2020-11-18,Ongoing,218,31.31,,70,5,0,1,0
CIRP-00520,IT / Technology,NCLT Chennai,2022-03-18,Settled,439,507.03,44.15,103,16,1,0,1
CIRP-00521,Energy,NCLT Hyderabad,2020-02-25,Appeal Pending,267,17.19,,14,6,0,0,0
CIRP-00522,Real Estate,NCLT Delhi,2021-03-06,Settled,616,212.04,74.88,45,2,1,0,1
CIRP-00523,Real Estate,NCLT Ahmedabad,2017-07-15,Ongoing,512,124.56,,74,14,0,0,0
CIRP-00524,Healthcare,NCLT Mumbai,2020-07-10,Resolution Plan Approved,584,92.74,16.35,104,14,0,0,1
CIRP-00525,Energy,NCLT Chennai,2017-12-31,Resolution Plan Approved,1000,696.59,12.58,44,20,0,1,1
CIRP-00526,Retail,NCLT Ahmedabad,2019-03-31,Appeal Pending,436,10.72,,81,13,0,0,0
CIRP-00527,Energy,NCLT Hyderabad,2022-03-07,Resolution Plan Approved,710,184.59,28.37,122,2,0,0,1
CIRP-00528,Energy,NCLT Mumbai,2019-11-23,Appeal Pending,395,16.58,,18,16,0,1,0
CIRP-00529,IT / Technology,NCLT Kolkata,2019-03-20,Withdrawn (Sec 12A),231,5.23,78.38,42,0,1,0,1
CIRP-00530,Retail,NCLT Delhi,2021-08-07,Ongoing,71,108.27,,42,3,0,1,0
CIRP-00531,Energy,NCLT Ahmedabad,2018-12-24,Settled,799,142.04,53.09,132,12,0,0,1
CIRP-00532,Infrastructure,NCLT Hyderabad,2022-10-19,Settled,455,1059.75,71.68,93,8,0,1,1
CIRP-00533,Banking & Finance,NCLT Mumbai,2019-02-02,Settled,443,28.26,65.65,140,3,0,0,1
CIRP-00534,Banking & Finance,NCLT Chennai,2019-02-05,Ongoing,127,15.92,,131,17,0,0,0
CIRP-00535,Healthcare,NCLT Chennai,2017-02-28,Settled,341,33.63,64.14,133,0,0,0,1
CIRP-00536,Banking & Finance,NCLT Delhi,2017-01-29,Liquidation Order,404,31.0,3.0,96,15,1,1,0
CIRP-00537,Healthcare,NCLT Ahmedabad,2020-07-28,Settled,453,212.94,59.93,17,10,0,1,1
CIRP-00538,Real Estate,NCLT Kolkata,2022-11-18,Settled,739,1.01,76.62,138,9,0,0,1
CIRP-00539,Others,NCLT Kolkata,2017-09-30,Ongoing,39,20.48,,14,1,0,1,0
CIRP-00540,Energy,NCLT Ahmedabad,2019-12-28,Appeal Pending,64,21.65,,9,17,1,1,0
CIRP-00541,Energy,NCLT Mumbai,2021-12-06,Settled,198,5.06,79.04,21,18,0,0,1
CIRP-00542,Others,NCLT Ahmedabad,2018-09-13,Appeal Pending,93,34.38,,28,5,0,1,0
CIRP-00543,Real Estate,NCLT Hyderabad,2020-03-24,Ongoing,183,17.04,,122,4,0,0,0
CIRP-00544,Real Estate,NCLT Chennai,2021-10-08,Ongoing,211,1.62,,77,4,1,0,0
CIRP-00545,Others,NCLT Delhi,2021-04-26,Resolution Plan Approved,1019,524.78,35.84,2,14,0,0,1
CIRP-00546,Healthcare,NCLT Mumbai,2018-09-29,Resolution Plan Approved,210,14.91,35.02,19,18,1,1,1
CIRP-00547,Energy,NCLT Mumbai,2020-06-27,Ongoing,175,14.96,,128,7,0,0,0
CIRP-00548,Telecom,NCLT Hyderabad,2018-07-27,Appeal Pending,487,255.96,,115,0,0,1,0
CIRP-00549,Retail,NCLT Hyderabad,2017-08-31,Settled,471,127.7,33.73,41,15,0,1,1
CIRP-00550,Infrastructure,NCLT Kolkata,2019-12-25,Ongoing,234,10.8,,56,12,0,0,0
CIRP-00551,Retail,NCLT Ahmedabad,2019-04-07,Settled,384,388.37,53.84,61,14,0,1,1
CIRP-00552,Energy,NCLT Kolkata,2020-03-08,Appeal Pending,330,22.63,,89,6,0,1,0
CIRP-00553,Healthcare,NCLT Hyderabad,2019-11-08,Appeal Pending,120,27.98,,7,20,0,0,0
CIRP-00554,Others,NCLT Mumbai,2017-04-16,Withdrawn (Sec 12A),478,488.18,48.31,81,7,0,1,1
CIRP-00555,Healthcare,NCLT Kolkata,2022-11-28,Liquidation Order,1057,78.85,1.35,131,12,0,1,0
CIRP-00556,Telecom,NCLT Chennai,2018-01-11,Ongoing,262,316.35,,91,8,0,0,0
CIRP-00557,IT / Technology,NCLT Ahmedabad,2022-03-17,Resolution Plan Approved,775,72.87,35.97,25,20,0,0,1
CIRP-00558,Banking & Finance,NCLT Kolkata,2018-09-05,Appeal Pending,60,76.52,,130,13,0,0,0
CIRP-00559,Banking & Finance,NCLT Ahmedabad,2017-08-23,Appeal Pending,522,126.25,,111,3,1,1,0
CIRP-00560,Manufacturing,NCLT Hyderabad,2020-10-16,Ongoing,462,129.29,,2,10,1,0,0
CIRP-00561,Others,NCLT Delhi,2019-10-16,Withdrawn (Sec 12A),129,98.12,63.57,49,7,1,0,1
CIRP-00562,Energy,NCLT Hyderabad,2017-05-09,Withdrawn (Sec 12A),623,55.69,79.65,132,4,1,0,1
CIRP-00563,Manufacturing,NCLT Hyderabad,2018-08-31,Settled,414,57.57,61.47,12,7,0,0,1
CIRP-00564,Manufacturing,NCLT Kolkata,2020-02-27,Resolution Plan Approved,832,263.16,45.24,93,18,1,0,1
CIRP-00565,Real Estate,NCLT Delhi,2019-01-10,Ongoing,163,264.78,,149,3,0,0,0
CIRP-00566,Banking & Finance,NCLT Hyderabad,2018-11-13,Withdrawn (Sec 12A),76,3.41,48.98,102,3,0,0,1
CIRP-00567,Real Estate,NCLT Ahmedabad,2020-01-27,Liquidation Order,339,135.24,2.28,119,7,0,0,0
CIRP-00568,Banking & Finance,NCLT Kolkata,2022-03-01,Appeal Pending,216,91.52,,51,9,0,0,0
CIRP-00569,Healthcare,NCLT Chennai,2019-09-09,Liquidation Order,1081,94.33,9.41,111,0,1,0,0
CIRP-00570,Telecom,NCLT Ahmedabad,2019-02-25,Liquidation Order,840,543.73,3.83,36,5,0,0,0
CIRP-00571,Infrastructure,NCLT Mumbai,2019-10-15,Withdrawn (Sec 12A),236,58.15,61.99,115,11,0,0,1
CIRP-00572,IT / Technology,NCLT Chennai,2017-07-31,Liquidation Order,70,134.31,1.47,22,1,0,1,0
CIRP-00573,Infrastructure,NCLT Chennai,2020-10-31,Ongoing,115,64.36,,63,20,0,1,0
CIRP-00574,Telecom,NCLT Chennai,2022-05-17,Resolution Plan Approved,590,3.27,21.43,101,9,1,0,1
CIRP-00575,Infrastructure,NCLT Kolkata,2020-01-11,Liquidation Order,539,124.99,3.29,91,20,0,1,0
CIRP-00576,Manufacturing,NCLT Ahmedabad,2017-07-05,Liquidation Order,479,10.71,3.01,148,6,0,0,0
CIRP-00577,Retail,NCLT Ahmedabad,2018-08-12,Resolution Plan Approved,744,70.31,46.23,49,13,0,0,1
CIRP-00578,Healthcare,NCLT Chennai,2019-03-18,Settled,999,16.17,72.62,138,15,0,0,1
CIRP-00579,Healthcare,NCLT Mumbai,2017-03-01,Withdrawn (Sec 12A),902,944.3,44.05,125,8,0,0,1
CIRP-00580,Telecom,NCLT Kolkata,2017-07-20,Liquidation Order,239,15.41,3.53,75,19,0,0,0
CIRP-00581,Healthcare,NCLT Mumbai,2021-08-02,Settled,843,182.56,87.0,36,2,0,1,1
CIRP-00582,IT / Technology,NCLT Hyderabad,2021-10-15,Withdrawn (Sec 12A),285,6.59,46.44,78,6,0,0,1
CIRP-00583,Real Estate,NCLT Ahmedabad,2020-04-10,Ongoing,334,5.01,,134,12,0,0,0
CIRP-00584,Telecom,NCLT Ahmedabad,2018-06-27,Withdrawn (Sec 12A),860,456.79,70.51,143,4,0,0,1
CIRP-00585,Retail,NCLT Delhi,2021-03-01,Withdrawn (Sec 12A),1096,18.21,63.64,3,15,0,1,1
CIRP-00586,Manufacturing,NCLT Mumbai,2022-07-09,Withdrawn (Sec 12A),865,34.14,79.01,17,2,0,0,1
CIRP-00587,Telecom,NCLT Delhi,2022-03-11,Appeal Pending,384,4.87,,74,14,0,0,0
CIRP-00588,Real Estate,NCLT Kolkata,2022-07-01,Withdrawn (Sec 12A),988,79.25,51.76,71,2,0,1,1
CIRP-00589,Real Estate,NCLT Chennai,2022-02-11,Withdrawn (Sec 12A),473,362.88,78.13,67,13,0,1,1
CIRP-00590,Infrastructure,NCLT Delhi,2018-01-03,Withdrawn (Sec 12A),695,6.01,59.07,106,10,1,1,1
CIRP-00591,Healthcare,NCLT Ahmedabad,2020-01-21,Appeal Pending,409,28.04,,5,14,0,1,0
CIRP-00592,Telecom,NCLT Mumbai,2017-12-19,Resolution Plan Approved,901,307.12,50.81,93,20,0,1,1
CIRP-00593,Healthcare,NCLT Delhi,2022-02-03,Withdrawn (Sec 12A),343,123.23,72.85,90,4,0,0,1
CIRP-00594,Retail,NCLT Delhi,2017-08-04,Settled,540,80.0,58.89,140,2,0,0,1
CIRP-00595,IT / Technology,NCLT Hyderabad,2020-08-12,Liquidation Order,359,101.19,6.62,22,13,0,0,0
CIRP-00596,Retail,NCLT Mumbai,2017-01-28,Ongoing,327,119.03,,68,16,0,1,0
CIRP-00597,Infrastructure,NCLT Mumbai,2021-08-20,Withdrawn (Sec 12A),262,60.82,60.16,134,12,0,0,1
CIRP-00598,Others,NCLT Ahmedabad,2022-09-23,Withdrawn (Sec 12A),916,92.42,43.81,109,13,0,0,1
CIRP-00599,Healthcare,NCLT Kolkata,2018-02-25,Appeal Pending,194,80.44,,18,20,0,0,0
CIRP-00600,Retail,NCLT Delhi,2022-04-23,Withdrawn (Sec 12A),1014,2.36,71.41,10,12,0,1,1
CIRP-00601,Energy,NCLT Kolkata,2022-01-02,Resolution Plan Approved,961,21.14,53.11,131,14,0,1,1
CIRP-00602,Healthcare,NCLT Delhi,2018-09-21,Withdrawn (Sec 12A),534,73.61,74.25,121,2,0,1,1
CIRP-00603,Healthcare,NCLT Kolkata,2020-09-29,Withdrawn (Sec 12A),917,67.1,65.55,75,17,0,1,1
CIRP-00604,IT / Technology,NCLT Mumbai,2022-09-29,Resolution Plan Approved,596,84.41,34.17,17,8,0,0,1
CIRP-00605,Energy,NCLT Kolkata,2017-03-09,Appeal Pending,111,113.83,,44,11,0,0,0
CIRP-00606,Banking & Finance,NCLT Ahmedabad,2018-10-20,Withdrawn (Sec 12A),591,31.11,56.36,106,9,1,1,1
CIRP-00607,Energy,NCLT Kolkata,2019-12-16,Liquidation Order,955,154.21,2.88,78,13,0,0,0
CIRP-00608,Real Estate,NCLT Hyderabad,2022-11-22,Ongoing,592,649.41,,46,11,0,0,0
CIRP-00609,IT / Technology,NCLT Kolkata,2017-03-17,Appeal Pending,477,18.64,,68,11,1,0,0
CIRP-00610,Telecom,NCLT Kolkata,2020-09-17,Settled,315,8.35,77.54,139,14,0,0,1
CIRP-00611,Banking & Finance,NCLT Hyderabad,2018-06-15,Liquidation Order,996,7.04,1.46,131,1,0,1,0
CIRP-00612,Retail,NCLT Delhi,2019-09-26,Settled,736,60.67,69.25,135,17,0,0,1
CIRP-00613,Infrastructure,NCLT Kolkata,2022-12-27,Ongoing,542,65.63,,42,10,0,0,0
CIRP-00614,Telecom,NCLT Delhi,2022-05-10,Settled,716,45.22,53.66,150,12,0,0,1
CIRP-00615,Energy,NCLT Delhi,2021-12-27,Ongoing,574,20.02,,125,8,0,1,0
CIRP-00616,Manufacturing,NCLT Kolkata,2019-04-13,Settled,398,75.82,62.73,22,14,0,1,1
CIRP-00617,Others,NCLT Chennai,2018-10-12,Appeal Pending,543,60.74,,136,15,0,0,0
CIRP-00618,Telecom,NCLT Chennai,2019-01-23,Withdrawn (Sec 12A),981,33.19,60.2,102,13,0,0,1
CIRP-00619,Energy,NCLT Ahmedabad,2017-08-15,Resolution Plan Approved,674,340.25,43.81,6,16,0,1,1
CIRP-00620,Real Estate,NCLT Kolkata,2022-09-05,Resolution Plan Approved,1035,87.97,19.46,146,0,0,0,1
CIRP-00621,Energy,NCLT Delhi,2018-04-17,Ongoing,266,24.73,,44,4,0,0,0
CIRP-00622,Retail,NCLT Kolkata,2021-07-28,Ongoing,346,117.88,,5,8,0,0,0
CIRP-00623,Infrastructure,NCLT Chennai,2019-11-16,Liquidation Order,913,13.59,2.19,7,3,0,0,0
CIRP-00624,Retail,NCLT Chennai,2021-06-23,Withdrawn (Sec 12A),499,79.79,73.3,34,2,0,1,1
CIRP-00625,Infrastructure,NCLT Chennai,2021-05-23,Withdrawn (Sec 12A),579,98.57,62.46,36,3,0,0,1
CIRP-00626,Real Estate,NCLT Mumbai,2021-01-15,Liquidation Order,779,73.29,1.88,87,12,0,1,0
CIRP-00627,Retail,NCLT Ahmedabad,2021-02-19,Resolution Plan Approved,1003,149.94,44.37,32,15,0,0,1
CIRP-00628,Others,NCLT Kolkata,2021-10-07,Withdrawn (Sec 12A),829,12.86,75.83,137,8,0,1,1
CIRP-00629,Banking & Finance,NCLT Delhi,2021-08-26,Settled,741,13.05,68.08,62,5,0,0,1
CIRP-00630,Retail,NCLT Chennai,2020-11-10,Resolution Plan Approved,783,18.82,34.57,109,20,0,0,1
CIRP-00631,Healthcare,NCLT Ahmedabad,2018-03-12,Appeal Pending,302,91.97,,52,5,0,0,0
CIRP-00632,Retail,NCLT Hyderabad,2022-12-13,Resolution Plan Approved,932,38.74,38.57,27,2,0,0,1
CIRP-00633,IT / Technology,NCLT Mumbai,2019-04-19,Resolution Plan Approved,1045,38.1,24.66,118,17,1,0,1
CIRP-00634,Manufacturing,NCLT Kolkata,2021-11-29,Resolution Plan Approved,570,45.23,64.38,114,8,0,1,1
CIRP-00635,Others,NCLT Ahmedabad,2021-11-29,Settled,858,1070.62,60.27,126,6,0,0,1
CIRP-00636,IT / Technology,NCLT Delhi,2017-12-13,Ongoing,184,13.4,,39,10,0,1,0
CIRP-00637,Others,NCLT Mumbai,2022-09-02,Liquidation Order,1056,11.84,3.61,38,18,0,0,0
CIRP-00638,Real Estate,NCLT Mumbai,2018-04-29,Appeal Pending,590,120.56,,30,8,0,0,0
CIRP-00639,Manufacturing,NCLT Hyderabad,2021-01-02,Resolution Plan Approved,463,38.45,38.65,123,6,0,0,1
CIRP-00640,Banking & Finance,NCLT Delhi,2020-04-22,Ongoing,229,125.14,,121,2,0,0,0
CIRP-00641,Healthcare,NCLT Mumbai,2022-05-14,Withdrawn (Sec 12A),792,33.6,43.97,82,10,0,0,1
CIRP-00642,Energy,NCLT Ahmedabad,2020-02-13,Appeal Pending,242,33.96,,92,4,0,0,0
CIRP-00643,IT / Technology,NCLT Kolkata,2019-06-13,Ongoing,442,78.74,,38,13,0,0,0
CIRP-00644,Others,NCLT Hyderabad,2019-12-21,Settled,653,13.92,79.05,23,9,0,0,1
CIRP-00645,Retail,NCLT Hyderabad,2019-05-31,Liquidation Order,418,59.16,0.02,94,17,0,0,0
CIRP-00646,Energy,NCLT Kolkata,2019-09-08,Settled,1062,28.68,61.62,16,10,0,0,1
CIRP-00647,IT / Technology,NCLT Mumbai,2020-08-07,Liquidation Order,710,32.95,4.25,10,12,0,1,0
CIRP-00648,Retail,NCLT Mumbai,2021-09-13,Resolution Plan Approved,339,28.64,32.79,128,2,0,1,1
CIRP-00649,Telecom,NCLT Kolkata,2017-04-02,Settled,910,323.37,56.02,21,10,0,0,1
CIRP-00650,Retail,NCLT Chennai,2022-03-12,Withdrawn (Sec 12A),1066,11.19,48.12,105,20,0,1,1
CIRP-00651,Energy,NCLT Delhi,2017-01-16,Settled,666,75.39,47.5,121,12,0,1,1
CIRP-00652,IT / Technology,NCLT Chennai,2017-07-16,Ongoing,357,31.03,,112,10,0,0,0
CIRP-00653,Manufacturing,NCLT Chennai,2022-07-13,Settled,114,11.16,67.84,30,19,0,0,1
CIRP-00654,Real Estate,NCLT Mumbai,2022-12-28,Resolution Plan Approved,560,1.67,51.25,122,13,0,0,1
CIRP-00655,IT / Technology,NCLT Mumbai,2017-08-15,Appeal Pending,320,7.04,,49,5,0,0,0
CIRP-00656,Telecom,NCLT Mumbai,2022-10-24,Appeal Pending,323,142.47,,146,16,0,0,0
CIRP-00657,Healthcare,NCLT Ahmedabad,2017-09-21,Appeal Pending,553,8.68,,144,15,0,0,0
CIRP-00658,Healthcare,NCLT Delhi,2018-03-23,Appeal Pending,193,185.93,,59,20,0,0,0
CIRP-00659,IT / Technology,NCLT Kolkata,2022-01-11,Ongoing,546,13.36,,140,11,0,0,0
CIRP-00660,Banking & Finance,NCLT Chennai,2022-05-16,Ongoing,436,38.49,,150,5,1,1,0
CIRP-00661,Energy,NCLT Chennai,2020-01-28,Appeal Pending,326,417.75,,50,14,0,0,0
CIRP-00662,Banking & Finance,NCLT Kolkata,2019-09-25,Liquidation Order,684,68.26,3.2,129,18,0,0,0
CIRP-00663,Banking & Finance,NCLT Ahmedabad,2019-01-25,Liquidation Order,270,12.69,2.53,24,19,0,0,0
CIRP-00664,Others,NCLT Delhi,2017-01-25,Resolution Plan Approved,403,380.39,16.65,134,18,0,1,1
CIRP-00665,Energy,NCLT Ahmedabad,2018-03-25,Resolution Plan Approved,505,172.19,26.67,132,1,0,1,1
CIRP-00666,Banking & Finance,NCLT Chennai,2020-02-24,Liquidation Order,1004,209.29,0.23,64,15,1,0,0
CIRP-00667,Telecom,NCLT Ahmedabad,2020-02-05,Appeal Pending,512,41.12,,89,12,0,0,0
CIRP-00668,Others,NCLT Chennai,2017-05-21,Ongoing,219,33.92,,8,7,0,0,0
CIRP-00669,Telecom,NCLT Hyderabad,2018-11-05,Appeal Pending,596,44.06,,142,9,0,0,0
CIRP-00670,Others,NCLT Hyderabad,2021-10-17,Withdrawn (Sec 12A),842,339.44,52.87,117,9,0,1,1
CIRP-00671,Manufacturing,NCLT Ahmedabad,2020-11-04,Appeal Pending,267,343.9,,115,2,0,0,0
CIRP-00672,Others,NCLT Kolkata,2021-08-06,Settled,387,73.12,43.84,7,17,0,0,1
CIRP-00673,IT / Technology,NCLT Ahmedabad,2018-12-18,Withdrawn (Sec 12A),1077,4.92,75.69,59,6,0,0,1
CIRP-00674,Energy,NCLT Ahmedabad,2019-05-13,Withdrawn (Sec 12A),624,18.93,54.62,67,20,0,0,1
CIRP-00675,Retail,NCLT Hyderabad,2022-05-03,Settled,328,159.9,29.96,52,20,0,1,1
CIRP-00676,Infrastructure,NCLT Hyderabad,2020-05-11,Resolution Plan Approved,809,588.19,56.72,67,4,0,1,1
CIRP-00677,Energy,NCLT Hyderabad,2019-04-18,Settled,765,1.23,29.37,43,10,0,0,1
CIRP-00678,Infrastructure,NCLT Ahmedabad,2021-01-02,Appeal Pending,247,585.12,,131,6,0,1,0
CIRP-00679,Energy,NCLT Chennai,2020-06-30,Settled,1005,127.92,67.49,131,9,0,0,1
CIRP-00680,Others,NCLT Delhi,2017-02-14,Settled,335,377.01,62.72,119,4,0,0,1
CIRP-00681,Banking & Finance,NCLT Hyderabad,2022-01-01,Settled,296,77.88,60.7,42,16,0,1,1
CIRP-00682,Telecom,NCLT Ahmedabad,2019-03-27,Settled,930,19.2,53.1,85,12,0,0,1
CIRP-00683,Retail,NCLT Mumbai,2021-02-14,Liquidation Order,949,64.52,0.91,127,17,0,0,0
CIRP-00684,Manufacturing,NCLT Ahmedabad,2019-08-24,Liquidation Order,668,6.15,0.88,118,16,0,0,0
CIRP-00685,Retail,NCLT Chennai,2017-02-20,Settled,236,55.86,76.23,143,18,0,1,1
CIRP-00686,IT / Technology,NCLT Ahmedabad,2020-01-19,Withdrawn (Sec 12A),435,29.75,74.48,61,0,1,0,1
CIRP-00687,Real Estate,NCLT Ahmedabad,2020-10-09,Ongoing,427,59.73,,100,6,1,0,0
CIRP-00688,Telecom,NCLT Hyderabad,2019-02-19,Ongoing,534,96.9,,143,15,1,0,0
CIRP-00689,Banking & Finance,NCLT Hyderabad,2017-07-12,Ongoing,511,208.72,,120,10,0,0,0
CIRP-00690,Others,NCLT Delhi,2022-03-18,Withdrawn (Sec 12A),570,116.81,69.63,105,13,0,0,1
CIRP-00691,Others,NCLT Delhi,2022-05-10,Appeal Pending,110,7.22,,15,16,0,0,0
CIRP-00692,Retail,NCLT Hyderabad,2019-09-08,Ongoing,540,50.03,,114,0,0,1,0
CIRP-00693,Banking & Finance,NCLT Chennai,2022-04-10,Withdrawn (Sec 12A),476,34.54,74.32,90,4,0,0,1
CIRP-00694,Real Estate,NCLT Kolkata,2020-12-04,Appeal Pending,133,18.1,,80,20,0,1,0
CIRP-00695,Energy,NCLT Ahmedabad,2020-03-17,Settled,484,6.58,56.87,34,20,1,0,1
CIRP-00696,Others,NCLT Delhi,2017-03-07,Settled,517,3.81,82.48,38,11,0,1,1
CIRP-00697,IT / Technology,NCLT Chennai,2018-06-26,Liquidation Order,824,47.97,1.04,108,2,1,0,0
CIRP-00698,Manufacturing,NCLT Hyderabad,2018-11-24,Ongoing,54,569.2,,69,11,1,1,0
CIRP-00699,Healthcare,NCLT Ahmedabad,2019-07-28,Settled,156,38.12,66.44,64,5,0,0,1
CIRP-00700,Retail,NCLT Hyderabad,2022-11-15,Resolution Plan Approved,1052,88.97,19.1,15,10,0,0,1
CIRP-00701,Retail,NCLT Delhi,2022-04-02,Ongoing,380,31.59,,83,1,1,0,0
CIRP-00702,Real Estate,NCLT Delhi,2020-08-29,Liquidation Order,996,3.51,10.76,118,13,1,1,0
CIRP-00703,IT / Technology,NCLT Ahmedabad,2022-08-22,Settled,944,48.62,63.17,127,15,1,1,1
CIRP-00704,IT / Technology,NCLT Ahmedabad,2019-09-30,Resolution Plan Approved,662,16.15,58.65,150,5,0,0,1
CIRP-00705,Banking & Finance,NCLT Ahmedabad,2019-12-09,Resolution Plan Approved,669,16.97,19.77,17,17,0,1,1
CIRP-00706,Healthcare,NCLT Delhi,2022-10-25,Ongoing,59,433.81,,105,3,0,0,0
CIRP-00707,Others,NCLT Mumbai,2018-12-18,Appeal Pending,183,72.75,,65,18,0,0,0
CIRP-00708,Infrastructure,NCLT Delhi,2020-05-06,Liquidation Order,823,116.72,5.61,116,16,0,0,0
CIRP-00709,Retail,NCLT Hyderabad,2018-09-08,Withdrawn (Sec 12A),535,1.53,79.29,123,15,0,0,1
CIRP-00710,Real Estate,NCLT Chennai,2021-07-24,Withdrawn (Sec 12A),91,51.3,79.03,128,4,0,0,1
CIRP-00711,Retail,NCLT Delhi,2020-01-05,Ongoing,529,6.59,,83,8,0,0,0
