case_id,case_type,court,court_hierarchy,state,sector,filing_date,disposal_date,duration_months,claim_amount_lakhs,claimant_lawyer_win_rate,respondent_is_govt,respondent_is_psu,num_prior_adjournments,has_interim_order,represented_by_senior_counsel,favourable_outcome,disposal_category,realisation_pct,filing_year,filing_quarter,case_age_months,log_claim_amount,claim_bucket,court_avg_duration,court_avg_win_rate,adjournment_density,case_type_enc,court_enc,state_enc,sector_enc,claim_bucket_enc
SYNTH-01993,Money Recovery,District Court,1,Karnataka,Real Estate,2013-12-10,2016-04-28,29,24.34,0.36,0,0,40,0,0,0,Decree in favour of defendant,7.18,2013,4,148.8,3.232384174892993,10-50L,47.0,0.4567219152854512,0.26881720430107525,10,3,2,7,1
SYNTH-01994,Liquidation (IBC),NCLT,2,Telangana,IT / Technology,2018-05-24,2020-04-13,23,29.41,0.26,0,0,20,1,0,0,Decree in favour of defendant,3.89,2018,2,94.6,3.4147715016892732,10-50L,29.0,0.44669117647058826,0.21141649048625794,9,7,7,3,1
SYNTH-01995,Consumer Dispute,Supreme Court,4,Tamil Nadu,IT / Technology,2011-01-12,2020-03-25,112,16.97,0.78,0,0,9,0,0,0,Dismissed on merits,,2011,1,184.23333333333332,2.8887037007954675,10-50L,60.0,0.44227642276422763,0.04885109462637959,5,8,6,3,1
SYNTH-01996,IP Infringement,Supreme Court,4,Tamil Nadu,IT / Technology,2010-07-26,2016-02-25,68,102.13,0.31,1,0,23,0,0,0,Dismissed for default,,2010,3,189.9,4.635990328327978,50-200L,60.0,0.44227642276422763,0.12111637704054766,6,8,6,3,2
SYNTH-01997,IP Infringement,Consumer Forum (District),1,Karnataka,Infrastructure,2013-05-04,2016-04-18,36,15.99,0.39,0,0,5,0,0,0,Decree in favour of defendant,,2013,2,156.13333333333333,2.8326249356838407,10-50L,20.0,0.49544626593806923,0.032023911187019645,6,1,2,4,1
SYNTH-01998,Labour / Employment,NCLAT,3,Uttar Pradesh,Retail,2012-04-11,2014-10-28,31,24.0,0.66,1,0,11,0,0,0,Withdrawn,,2012,2,169.06666666666666,3.2188758248682006,10-50L,18.0,0.4585635359116022,0.06506309148264984,8,6,8,8,1
SYNTH-01999,Consumer Dispute,Supreme Court,4,Maharashtra,Others,2018-09-09,2021-02-25,30,161.77,0.76,0,0,9,0,0,1,Settlement / Compromise,,2018,3,91.0,5.092338161403407,50-200L,60.0,0.44227642276422763,0.0989010989010989,5,8,3,6,2
SYNTH-02000,Commercial Dispute,Consumer Forum (District),1,Karnataka,Others,2019-11-30,2023-01-13,38,2648.8,0.53,0,0,18,0,0,0,Dismissed on merits,,2019,4,76.1,7.882239444434023,>1Cr,20.0,0.49544626593806923,0.23653088042049936,4,1,2,6,4
SYNTH-02001,Appeal (HC),District Court,1,Punjab,Telecom,2014-08-29,2016-10-17,26,155.77,0.45,1,0,6,0,0,0,Transferred,,2014,3,140.06666666666666,5.05477976308044,50-200L,47.0,0.4567219152854512,0.042836744407425034,0,3,4,9,2
SYNTH-02002,Injunction,NCLT,2,West Bengal,Energy,2012-10-25,2014-10-15,24,176.8,0.38,0,0,19,1,0,1,Settlement / Compromise,,2012,4,162.5,5.180659323079804,50-200L,29.0,0.44669117647058826,0.11692307692307692,7,7,9,1,2
SYNTH-02003,Money Recovery,High Court (Original),3,Karnataka,Healthcare,2013-05-20,2014-10-12,17,8.21,0.3,0,0,16,0,0,0,Decree in favour of defendant,4.99,2013,2,155.6,2.2202898502672155,<10L,36.0,0.45454545454545453,0.10282776349614396,10,5,2,2,3
SYNTH-02004,Writ (HC),NCLT,2,Maharashtra,Banking & Finance,2013-11-10,2015-04-04,17,619.05,0.26,0,0,18,0,1,0,Settlement / Compromise,,2013,4,149.8,6.429800119948781,0.2-1Cr,29.0,0.44669117647058826,0.12016021361815754,13,7,3,0,0
SYNTH-02005,Labour / Employment,Consumer Forum (District),1,Tamil Nadu,IT / Technology,2014-05-22,2016-05-11,24,8.8,0.55,1,0,15,1,0,0,Withdrawn,,2014,2,143.36666666666667,2.2823823856765264,<10L,20.0,0.49544626593806923,0.10462683096954196,8,1,6,3,3
SYNTH-02006,Arbitration,High Court (Appeal),3,West Bengal,Energy,2016-06-13,2023-04-08,83,22.03,0.53,0,0,4,0,0,1,Decree in favour of plaintiff,,2016,2,118.26666666666667,3.136797713832594,10-50L,42.0,0.46953405017921146,0.033821871476888386,1,4,9,1,1
SYNTH-02007,Commercial Dispute,District Court,1,Karnataka,Banking & Finance,2019-02-02,2025-04-01,75,578.59,0.39,0,0,6,0,0,0,Dismissed on merits,,2019,1,86.13333333333334,6.362320957019565,0.2-1Cr,47.0,0.4567219152854512,0.0696594427244582,4,3,2,0,0
SYNTH-02008,IP Infringement,High Court (Original),3,West Bengal,Real Estate,2018-04-28,2022-01-07,45,5.79,0.42,0,0,11,1,1,1,Decree in favour of plaintiff,,2018,2,95.46666666666667,1.9154509415706047,<10L,36.0,0.45454545454545453,0.11522346368715083,6,5,9,7,3
SYNTH-02009,Writ (HC),NCLT,2,Uttar Pradesh,Retail,2021-11-03,2023-04-27,18,397.07,0.48,0,0,9,1,0,0,Dismissed on merits,,2021,4,52.63333333333333,5.986627869216455,0.2-1Cr,29.0,0.44669117647058826,0.17099430018999368,13,7,8,8,0
SYNTH-02010,Civil Suit,District Court,1,Punjab,Others,2014-07-18,2018-02-27,44,61.52,0.34,0,0,38,0,0,1,Decree in favour of plaintiff,,2014,3,141.46666666666667,4.135486505553276,50-200L,47.0,0.4567219152854512,0.26861451460885954,3,3,4,6,2
SYNTH-02011,Money Recovery,District Court,1,Maharashtra,Manufacturing,2012-01-03,2017-10-03,70,155.16,0.69,1,1,19,0,0,0,Settlement / Compromise,0.96,2012,1,172.36666666666667,5.050881122664783,50-200L,47.0,0.4567219152854512,0.11023012956874878,10,3,3,5,2
SYNTH-02012,Labour / Employment,Commercial Court,2,Maharashtra,Retail,2021-02-18,2024-02-03,36,125.26,0.66,0,0,35,0,0,1,Settlement / Compromise,,2021,1,61.233333333333334,4.83834327293948,50-200L,24.0,0.5288966725043783,0.5715841045182363,8,0,3,8,2
SYNTH-02013,Labour / Employment,High Court (Original),3,Punjab,IT / Technology,2017-12-16,2020-07-03,31,276.76,0.63,0,0,3,0,0,1,Settlement / Compromise,,2017,4,99.9,5.626757431471986,0.2-1Cr,36.0,0.45454545454545453,0.03003003003003003,8,5,4,3,0
SYNTH-02014,IP Infringement,Consumer Forum (District),1,Gujarat,Manufacturing,2021-10-01,2023-03-25,18,15.22,0.43,0,1,7,1,0,1,Decree in favour of plaintiff,,2021,4,53.733333333333334,2.7862450486872667,10-50L,20.0,0.49544626593806923,0.13027295285359802,6,1,1,5,1
SYNTH-02015,Liquidation (IBC),NCLAT,3,Rajasthan,Energy,2013-09-18,2014-09-13,12,12.58,0.64,1,0,35,0,0,1,Decree in favour of plaintiff,22.23,2013,3,151.56666666666666,2.60859812213055,10-50L,18.0,0.4585635359116022,0.23092148669452386,9,6,5,1,1
SYNTH-02016,CIRP (IBC),District Court,1,Maharashtra,Retail,2013-02-01,2015-11-18,34,36.95,0.68,0,1,14,0,0,1,Settlement / Compromise,18.41,2013,1,159.2,3.636269503841639,10-50L,47.0,0.4567219152854512,0.08793969849246232,2,3,3,8,1
SYNTH-02017,Liquidation (IBC),District Court,1,Punjab,Others,2021-06-26,2025-11-02,53,9.05,0.31,0,0,9,1,0,0,Decree in favour of defendant,6.27,2021,2,56.96666666666667,2.307572634505085,<10L,47.0,0.4567219152854512,0.15798712697483908,9,3,4,6,3
SYNTH-02018,Specific Performance,Supreme Court,4,West Bengal,Energy,2020-10-16,2023-10-31,37,73.52,0.52,1,0,21,0,1,0,Withdrawn,,2020,4,65.4,4.311067545733388,50-200L,60.0,0.44227642276422763,0.3211009174311926,12,8,9,1,2
SYNTH-02019,Civil Suit,Commercial Court,2,Uttar Pradesh,Real Estate,2014-01-31,2015-12-22,23,25.11,0.69,0,0,35,0,0,0,Dismissed on merits,,2014,1,147.06666666666666,3.2623183827110376,10-50L,24.0,0.5288966725043783,0.23798730734360835,3,0,8,7,1
SYNTH-02020,Injunction,District Court,1,Karnataka,Infrastructure,2015-10-06,2020-02-12,53,111.43,0.62,0,0,8,1,0,0,Dismissed for default,,2015,4,126.63333333333334,4.722330805761668,50-200L,47.0,0.4567219152854512,0.0631745196104238,7,3,2,4,2
SYNTH-02021,Commercial Dispute,Commercial Court,2,Telangana,Retail,2010-11-08,2011-09-04,10,24.33,0.68,0,0,24,0,0,0,Decree in favour of defendant,,2010,4,186.4,3.231989464013584,10-50L,24.0,0.5288966725043783,0.12875536480686695,4,0,7,8,1
SYNTH-02022,Civil Suit,Consumer Forum (District),1,Punjab,Healthcare,2018-09-22,2020-02-14,17,80.18,0.69,0,0,27,0,1,1,Decree in favour of plaintiff,,2018,3,90.56666666666666,4.396668911410751,50-200L,20.0,0.49544626593806923,0.2981229297018771,3,1,4,2,2
SYNTH-02023,Money Recovery,High Court (Original),3,Delhi,Telecom,2017-03-21,2022-07-23,65,17.16,0.28,1,0,19,0,0,0,Transferred,2.54,2017,1,108.9,2.8992213731731473,10-50L,36.0,0.45454545454545453,0.17447199265381083,10,5,0,9,1
SYNTH-02024,Partition,District Court,1,Karnataka,IT / Technology,2014-06-07,2017-09-19,40,173.5,0.45,0,0,33,0,0,0,Transferred,,2014,2,142.83333333333334,5.161924741642482,50-200L,47.0,0.4567219152854512,0.23103850641773627,11,3,2,3,2
SYNTH-02025,Consumer Dispute,High Court (Appeal),3,Maharashtra,Manufacturing,2012-07-10,2014-06-30,24,103.72,0.59,0,0,18,0,0,0,Dismissed for default,,2012,3,166.06666666666666,4.651290121601645,50-200L,42.0,0.46953405017921146,0.1083902047370534,5,4,3,5,2
SYNTH-02026,Civil Suit,District Court,1,Tamil Nadu,Real Estate,2016-10-05,2018-05-28,20,23.52,0.75,0,0,4,0,0,1,Decree in favour of plaintiff,,2016,4,114.46666666666667,3.1994891110680106,10-50L,47.0,0.4567219152854512,0.034944670937682006,3,3,6,7,1
SYNTH-02027,Money Recovery,High Court (Original),3,West Bengal,Manufacturing,2018-04-06,2020-09-22,30,673.37,0.75,0,0,35,0,0,1,Settlement / Compromise,95.49,2018,2,96.2,6.513778921712439,0.2-1Cr,36.0,0.45454545454545453,0.3638253638253638,10,5,9,5,0
SYNTH-02028,Appeal (HC),High Court (Appeal),3,Telangana,Telecom,2017-05-27,2022-01-31,57,95.89,0.38,0,1,20,1,1,0,Settlement / Compromise,,2017,2,106.66666666666667,4.573576314396913,50-200L,42.0,0.46953405017921146,0.1875,0,4,7,9,2
SYNTH-02029,Specific Performance,Supreme Court,4,Rajasthan,Manufacturing,2013-06-27,2018-10-29,65,312.12,0.52,0,0,27,0,1,1,Settlement / Compromise,,2013,2,154.33333333333334,5.746586503647766,0.2-1Cr,60.0,0.44227642276422763,0.17494600431965443,12,8,5,5,0
SYNTH-02030,Arbitration,Consumer Forum (State),2,Rajasthan,Healthcare,2017-03-14,2018-12-04,21,209.01,0.66,0,0,34,0,0,1,Settlement / Compromise,,2017,1,109.13333333333334,5.3471551486313365,0.2-1Cr,27.0,0.4752475247524752,0.31154551007941356,1,2,5,2,0
SYNTH-02031,Injunction,Commercial Court,2,West Bengal,Real Estate,2015-04-03,2016-01-28,10,14.05,0.58,0,0,6,1,0,1,Settlement / Compromise,,2015,2,132.83333333333334,2.711377991194885,10-50L,24.0,0.5288966725043783,0.04516938519447929,7,0,9,7,1
SYNTH-02032,Injunction,Consumer Forum (District),1,Gujarat,IT / Technology,2015-02-04,2015-10-02,8,36.15,0.65,1,0,18,0,0,1,Decree in favour of plaintiff,,2015,1,134.76666666666668,3.6149637711637683,10-50L,20.0,0.49544626593806923,0.13356418501113035,7,1,1,3,1
SYNTH-02033,Labour / Employment,Supreme Court,4,Uttar Pradesh,Telecom,2020-05-17,2025-02-20,58,64.79,0.51,1,1,6,1,0,0,Dismissed on merits,,2020,2,70.46666666666667,4.186467851097906,50-200L,60.0,0.44227642276422763,0.08514664143803216,8,8,8,9,2
SYNTH-02034,Arbitration,Commercial Court,2,Tamil Nadu,Banking & Finance,2018-08-14,2020-08-03,24,13.58,0.69,0,0,14,0,0,1,Settlement / Compromise,,2018,3,91.86666666666666,2.6796507265805123,10-50L,24.0,0.5288966725043783,0.15239477503628449,1,0,6,0,1
SYNTH-02035,Arbitration,Consumer Forum (District),1,Telangana,Energy,2016-11-19,2018-05-13,18,5.78,0.79,0,0,28,1,1,0,Withdrawn,,2016,4,112.96666666666667,1.9139771019523042,<10L,20.0,0.49544626593806923,0.24786072587784005,1,1,7,1,3
SYNTH-02036,Consumer Dispute,NCLAT,3,West Bengal,Energy,2020-04-18,2023-03-04,35,34.62,0.62,0,0,11,1,0,1,Settlement / Compromise,,2020,2,71.43333333333334,3.5729072778615154,10-50L,18.0,0.4585635359116022,0.15398973401773214,5,6,9,1,1
SYNTH-02037,Injunction,Supreme Court,4,Karnataka,Real Estate,2020-02-11,2023-11-22,46,591.94,0.35,0,0,2,0,0,1,Decree in favour of plaintiff,,2020,1,73.66666666666667,6.385093213440191,0.2-1Cr,60.0,0.44227642276422763,0.027149321266968323,7,8,2,7,0
SYNTH-02038,Appeal (HC),Consumer Forum (District),1,Uttar Pradesh,Retail,2018-06-18,2019-04-14,10,10.09,0.63,1,0,13,0,0,1,Decree in favour of plaintiff,,2018,2,93.76666666666667,2.4060438013622756,10-50L,20.0,0.49544626593806923,0.13864201919658728,0,1,8,8,1
SYNTH-02039,Commercial Dispute,Consumer Forum (District),1,Punjab,Real Estate,2013-02-07,2014-01-03,11,49.31,0.45,1,0,27,0,0,0,Dismissed for default,,2013,1,159.0,3.9182038645032273,10-50L,20.0,0.49544626593806923,0.16981132075471697,4,1,4,7,1
SYNTH-02040,Appeal (HC),Supreme Court,4,Delhi,Healthcare,2010-09-05,2016-10-03,74,165.59,0.69,0,0,25,0,0,0,Settlement / Compromise,,2010,3,188.53333333333333,5.115535703921625,50-200L,60.0,0.44227642276422763,0.1326025459688826,0,8,0,2,2
SYNTH-02041,Labour / Employment,NCLAT,3,Karnataka,Telecom,2015-04-12,2020-08-13,65,1.87,0.39,0,1,33,0,0,1,Settlement / Compromise,,2015,2,132.53333333333333,1.0543120297715298,<10L,18.0,0.4585635359116022,0.24899396378269617,8,6,2,9,3
SYNTH-02042,Writ (HC),High Court (Appeal),3,Delhi,Healthcare,2019-05-19,2023-12-24,56,23.67,0.66,0,0,28,0,0,0,Dismissed for default,,2019,2,82.6,3.2055879305412653,10-50L,42.0,0.46953405017921146,0.33898305084745767,13,4,0,2,1
SYNTH-02043,Appeal (HC),High Court (Appeal),3,Gujarat,Healthcare,2017-03-20,2019-10-06,31,21.55,0.48,1,0,38,0,0,0,Dismissed for default,,2017,1,108.93333333333334,3.1157350659486873,10-50L,42.0,0.46953405017921146,0.3488372093023256,0,4,1,2,1
SYNTH-02044,Injunction,NCLT,2,Karnataka,Infrastructure,2019-10-15,2021-05-07,19,683.2,0.72,0,0,15,0,0,0,Settlement / Compromise,,2019,4,77.63333333333334,6.528250272543504,0.2-1Cr,29.0,0.44669117647058826,0.193215972520395,7,7,2,4,0
SYNTH-02045,Partition,Consumer Forum (District),1,Karnataka,Telecom,2019-01-10,2021-06-28,30,56.53,0.66,1,0,11,1,1,1,Settlement / Compromise,,2019,1,86.9,4.052306550875202,50-200L,20.0,0.49544626593806923,0.12658227848101264,11,1,2,9,2
SYNTH-02046,Money Recovery,Commercial Court,2,Rajasthan,Banking & Finance,2011-09-07,2015-07-18,47,5.65,0.71,0,0,31,0,1,0,Dismissed on merits,2.26,2011,3,176.3,1.8946168546677629,<10L,24.0,0.5288966725043783,0.17583664208735109,10,0,5,0,3
SYNTH-02047,Injunction,Supreme Court,4,Uttar Pradesh,Retail,2011-04-14,2013-10-30,31,19.12,0.68,0,0,23,1,0,1,Decree in favour of plaintiff,,2011,2,181.16666666666666,3.0017143452315387,10-50L,60.0,0.44227642276422763,0.12695492180312787,7,8,8,8,1
SYNTH-02048,Partition,Consumer Forum (State),2,Karnataka,Infrastructure,2010-09-23,2013-03-11,30,63.71,0.46,0,0,37,1,0,1,Settlement / Compromise,,2010,3,187.93333333333334,4.169915749069175,50-200L,27.0,0.4752475247524752,0.1968783256473927,11,2,2,4,2
SYNTH-02049,Injunction,District Court,1,Telangana,Infrastructure,2019-04-09,2023-06-17,51,6.58,0.8,0,0,0,1,0,1,Decree in favour of plaintiff,,2019,2,83.93333333333334,2.0255131996542803,<10L,47.0,0.4567219152854512,0.0,7,3,7,4,3
SYNTH-02050,Specific Performance,Supreme Court,4,Delhi,Manufacturing,2021-02-10,2028-06-03,89,78.21,0.71,1,0,4,0,0,1,Decree in favour of plaintiff,,2021,1,61.5,4.372102553476188,50-200L,60.0,0.44227642276422763,0.06504065040650407,12,8,0,5,2
SYNTH-02051,Commercial Dispute,Commercial Court,2,Tamil Nadu,Manufacturing,2014-05-09,2017-02-22,34,3.19,0.5,0,0,0,0,0,0,Decree in favour of defendant,,2014,2,143.8,1.4327007339340463,<10L,24.0,0.5288966725043783,0.0,4,0,6,5,3
SYNTH-02052,Commercial Dispute,High Court (Original),3,Rajasthan,Infrastructure,2020-04-16,2023-09-28,42,9.19,0.35,0,0,14,0,0,0,Dismissed for default,,2020,2,71.5,2.321406847234633,<10L,36.0,0.45454545454545453,0.1958041958041958,4,5,5,4,3
SYNTH-02053,Labour / Employment,NCLT,2,West Bengal,Healthcare,2019-12-13,2021-12-02,24,121.7,0.49,0,0,34,1,0,1,Decree in favour of plaintiff,,2019,4,75.66666666666667,4.809742351716865,50-200L,29.0,0.44669117647058826,0.44933920704845814,8,7,9,2,2
SYNTH-02054,Civil Suit,NCLT,2,Tamil Nadu,Others,2013-07-04,2016-01-20,31,15.22,0.73,0,0,35,1,0,0,Dismissed on merits,,2013,3,154.1,2.7862450486872667,10-50L,29.0,0.44669117647058826,0.22712524334847503,3,7,6,6,1
SYNTH-02055,Injunction,High Court (Appeal),3,Punjab,Banking & Finance,2020-05-12,2023-10-24,42,5.49,0.64,0,0,34,0,1,0,Dismissed on merits,,2020,2,70.63333333333334,1.8702625307159986,<10L,42.0,0.46953405017921146,0.48135913166588007,7,4,4,0,3
SYNTH-02056,Partition,Supreme Court,4,West Bengal,Telecom,2017-10-22,2026-07-07,106,40.13,0.61,0,0,27,1,0,1,Settlement / Compromise,,2017,4,101.73333333333333,3.716737782242333,10-50L,60.0,0.44227642276422763,0.2653997378768021,11,8,9,9,1
SYNTH-02057,Appeal (HC),Supreme Court,4,Rajasthan,IT / Technology,2017-06-05,2025-12-20,104,24.78,0.7,0,0,19,0,0,0,Withdrawn,,2017,2,106.36666666666666,3.2495989975110415,10-50L,60.0,0.44227642276422763,0.17862738953306176,0,8,5,3,1
SYNTH-02058,Civil Suit,NCLAT,3,Rajasthan,Healthcare,2020-02-26,2021-03-22,13,17.35,0.65,0,0,19,0,0,0,Transferred,,2020,1,73.16666666666667,2.9096295745005794,10-50L,18.0,0.4585635359116022,0.2596810933940774,3,6,5,2,1
SYNTH-02059,IP Infringement,Supreme Court,4,Karnataka,Others,2010-06-27,2018-01-16,92,18.84,0.34,0,0,6,0,0,0,Settlement / Compromise,,2010,2,190.86666666666667,2.987700101856727,10-50L,60.0,0.44227642276422763,0.031435557107928745,6,8,2,6,1
SYNTH-02060,Injunction,District Court,1,Delhi,IT / Technology,2014-03-06,2019-08-07,66,30.76,0.67,0,0,19,0,0,0,Dismissed on merits,,2014,1,145.93333333333334,3.458207636378935,10-50L,47.0,0.4567219152854512,0.13019643672910003,7,3,0,3,1
SYNTH-02061,Liquidation (IBC),NCLT,2,Karnataka,Manufacturing,2010-10-11,2011-09-06,11,23.21,0.57,0,0,12,1,1,0,Dismissed for default,1.21,2010,4,187.33333333333334,3.1867657709499673,10-50L,29.0,0.44669117647058826,0.06405693950177936,9,7,2,5,1
SYNTH-02062,Money Recovery,NCLAT,3,Maharashtra,Others,2010-11-30,2013-03-19,28,47.63,0.33,0,0,21,1,0,1,Decree in favour of plaintiff,57.8,2010,4,185.66666666666666,3.8842406244156944,10-50L,18.0,0.4585635359116022,0.11310592459605028,10,6,3,6,1
SYNTH-02063,Arbitration,High Court (Appeal),3,Uttar Pradesh,Energy,2016-05-12,2018-08-30,28,3.82,0.43,0,0,14,0,0,0,Dismissed for default,,2016,2,119.33333333333333,1.572773928062509,<10L,42.0,0.46953405017921146,0.11731843575418995,1,4,8,1,3
SYNTH-02064,Consumer Dispute,NCLT,2,Karnataka,Others,2014-09-02,2016-05-24,21,21.63,0.59,0,0,10,1,0,1,Decree in favour of plaintiff,,2014,3,139.93333333333334,3.119276459645446,10-50L,29.0,0.44669117647058826,0.07146260123868509,5,7,2,6,1
SYNTH-02065,Injunction,Supreme Court,4,Karnataka,IT / Technology,2010-03-01,2015-05-04,63,32.53,0.7,1,0,34,0,0,0,Settlement / Compromise,,2010,1,194.8,3.512440560478137,10-50L,60.0,0.44227642276422763,0.17453798767967144,7,8,2,3,1
SYNTH-02066,Money Recovery,NCLT,2,Punjab,Others,2013-08-17,2017-01-28,42,21.77,0.73,1,0,38,0,0,1,Decree in favour of plaintiff,52.77,2013,3,152.63333333333333,3.125443880075648,10-50L,29.0,0.44669117647058826,0.24896265560165975,10,7,4,6,1
SYNTH-02067,Civil Suit,High Court (Original),3,Gujarat,IT / Technology,2012-08-23,2014-10-12,26,21.12,0.33,0,0,4,0,0,1,Settlement / Compromise,,2012,3,164.6,3.096482176654134,10-50L,36.0,0.45454545454545453,0.024301336573511544,3,5,1,3,1
SYNTH-02068,Money Recovery,High Court (Original),3,Gujarat,Others,2010-05-02,2012-03-22,23,24.25,0.46,0,0,5,0,0,1,Settlement / Compromise,79.68,2010,2,192.73333333333332,3.228826155721369,10-50L,36.0,0.45454545454545453,0.02594258042199931,10,5,1,6,1
SYNTH-02069,Writ (HC),Commercial Court,2,West Bengal,Infrastructure,2012-12-20,2015-04-09,28,6.62,0.35,0,0,6,0,0,0,Dismissed on merits,,2012,4,160.63333333333333,2.030776369698555,<10L,24.0,0.5288966725043783,0.03735214774849554,13,0,9,4,3
SYNTH-02070,IP Infringement,Supreme Court,4,Maharashtra,Infrastructure,2016-02-24,2020-02-03,48,64.48,0.51,0,0,40,0,0,1,Settlement / Compromise,,2016,1,121.93333333333334,4.181744752502934,50-200L,60.0,0.44227642276422763,0.3280481137233461,6,8,3,4,2
SYNTH-02071,Writ (HC),District Court,1,Uttar Pradesh,IT / Technology,2019-07-20,2028-09-30,112,10.36,0.32,0,0,0,0,1,1,Settlement / Compromise,,2019,3,80.53333333333333,2.4300984132930052,10-50L,47.0,0.4567219152854512,0.0,13,3,8,3,1
SYNTH-02072,IP Infringement,NCLAT,3,Gujarat,Healthcare,2013-01-30,2015-06-19,29,445.51,0.4,0,0,4,0,0,0,Dismissed on merits,,2013,1,159.26666666666668,6.101461796482331,0.2-1Cr,18.0,0.4585635359116022,0.02511511092507325,6,6,1,2,0
SYNTH-02073,Arbitration,District Court,1,Delhi,Energy,2012-02-10,2014-12-26,35,36.01,0.4,0,0,37,0,0,0,Dismissed for default,,2012,1,171.1,3.6111881463980646,10-50L,47.0,0.4567219152854512,0.21624780829924023,1,3,0,1,1
SYNTH-02074,CIRP (IBC),Consumer Forum (District),1,Karnataka,Infrastructure,2020-05-04,2021-03-30,11,40.24,0.6,0,0,8,0,0,0,Settlement / Compromise,11.11,2020,2,70.9,3.719408659148759,10-50L,20.0,0.49544626593806923,0.11283497884344146,2,1,2,4,1
SYNTH-02075,Liquidation (IBC),Commercial Court,2,Maharashtra,Others,2015-04-20,2016-12-10,20,2.85,0.64,0,0,20,0,0,1,Settlement / Compromise,29.7,2015,2,132.26666666666668,1.3480731482996928,<10L,24.0,0.5288966725043783,0.15120967741935482,9,0,3,6,3
SYNTH-02076,Consumer Dispute,High Court (Original),3,Punjab,Manufacturing,2010-03-02,2014-08-08,54,530.15,0.42,0,0,27,0,0,1,Settlement / Compromise,,2010,1,194.76666666666668,6.275044467226023,0.2-1Cr,36.0,0.45454545454545453,0.1386274174225569,5,5,4,5,0
SYNTH-02077,Partition,High Court (Appeal),3,Delhi,Infrastructure,2013-10-25,2017-12-03,50,31.19,0.57,0,0,6,0,0,1,Settlement / Compromise,,2013,4,150.33333333333334,3.4716558453107167,10-50L,42.0,0.46953405017921146,0.03991130820399113,11,4,0,4,1
SYNTH-02078,CIRP (IBC),NCLAT,3,Gujarat,Energy,2016-07-02,2017-08-26,14,42.32,0.78,0,0,21,0,0,1,Settlement / Compromise,43.44,2016,3,117.63333333333334,3.76861442213279,10-50L,18.0,0.4585635359116022,0.1785208274298668,2,6,1,1,1
SYNTH-02079,Partition,Consumer Forum (State),2,Delhi,Energy,2013-11-08,2014-08-05,9,61.82,0.78,0,0,30,1,0,1,Decree in favour of plaintiff,,2013,4,149.86666666666667,4.140273494110501,50-200L,27.0,0.4752475247524752,0.2001779359430605,11,2,0,1,2
SYNTH-02080,Commercial Dispute,NCLT,2,Gujarat,Healthcare,2020-10-25,2023-04-13,30,1.53,0.32,0,0,19,0,0,1,Decree in favour of plaintiff,,2020,4,65.1,0.9282193027394289,<10L,29.0,0.44669117647058826,0.2918586789554532,4,7,1,2,3
SYNTH-02081,Labour / Employment,Commercial Court,2,Karnataka,Healthcare,2018-10-15,2021-07-31,34,66.77,0.34,0,0,22,1,1,1,Decree in favour of plaintiff,,2018,4,89.8,4.216119619148022,50-200L,24.0,0.5288966725043783,0.24498886414253898,8,0,2,2,2
SYNTH-02082,Injunction,Supreme Court,4,Maharashtra,Infrastructure,2016-09-22,2022-10-21,74,18.78,0.5,0,0,16,0,0,1,Decree in favour of plaintiff,,2016,3,114.9,2.984671326194566,10-50L,60.0,0.44227642276422763,0.1392515230635335,7,8,3,4,1
SYNTH-02083,Partition,High Court (Original),3,West Bengal,Retail,2016-02-19,2018-07-08,29,29.47,0.3,0,0,0,0,0,1,Settlement / Compromise,,2016,1,122.1,3.416742592997618,10-50L,36.0,0.45454545454545453,0.0,11,5,9,8,1
SYNTH-02084,IP Infringement,High Court (Original),3,Punjab,Healthcare,2019-12-12,2024-10-16,59,30.93,0.27,0,1,21,0,1,0,Withdrawn,,2019,4,75.7,3.4635460067266908,10-50L,36.0,0.45454545454545453,0.2774108322324967,6,5,4,2,1
SYNTH-02085,Partition,Supreme Court,4,Delhi,Banking & Finance,2014-02-25,2028-01-13,169,104.2,0.29,0,0,1,0,0,0,Transferred,,2014,1,146.23333333333332,4.65586330030361,50-200L,60.0,0.44227642276422763,0.006838386140870755,11,8,0,0,2
SYNTH-02086,Partition,High Court (Appeal),3,Maharashtra,Others,2018-04-26,2020-02-15,22,45.02,0.67,0,0,10,1,0,1,Decree in favour of plaintiff,,2018,2,95.53333333333333,3.82907608460722,10-50L,42.0,0.46953405017921146,0.10467550593161201,11,4,3,6,1
SYNTH-02087,Commercial Dispute,High Court (Appeal),3,Delhi,Healthcare,2010-02-17,2012-08-05,30,2.03,0.63,0,1,33,1,0,0,Dismissed on merits,,2010,1,195.2,1.1085626195212777,<10L,42.0,0.46953405017921146,0.16905737704918034,4,4,0,2,3
SYNTH-02088,Specific Performance,Supreme Court,4,Karnataka,Retail,2018-12-23,2029-11-25,133,156.76,0.31,0,0,3,0,0,0,Decree in favour of defendant,,2018,4,87.5,5.061074890854325,50-200L,60.0,0.44227642276422763,0.03428571428571429,12,8,2,8,2
SYNTH-02089,Partition,NCLT,2,Telangana,Retail,2021-10-16,2024-12-29,39,69.97,0.64,0,1,20,1,1,0,Settlement / Compromise,,2021,4,53.233333333333334,4.262257252536892,50-200L,29.0,0.44669117647058826,0.37570444583594237,11,7,7,8,2
