cirp_id,sector,bench,admission_date,resolution_status,duration_days,admitted_claim_cr,realisation_pct,no_of_financial_creditors,resolution_applicants_received,ip_changed,litigation_pending,favourable_outcome,admission_year,log_admitted_claim,applicants_per_creditor,sector_enc,bench_enc
CIRP-00776,IT / Technology,NCLT Hyderabad,2018-09-02,Resolution Plan Approved,883,352.0,34.5,5,12,0,0,1,2018,5.8664680569332965,2.4,3,3
CIRP-00777,Energy,NCLT Hyderabad,2021-07-14,Liquidation Order,933,372.05,9.99,113,7,1,0,0,2021,5.921712458917523,0.061946902654867256,1,3
CIRP-00778,Others,NCLT Delhi,2017-10-26,Withdrawn (Sec 12A),527,19.96,47.29,63,20,1,1,1,2017,3.0426158594528414,0.31746031746031744,6,2
CIRP-00779,Energy,NCLT Delhi,2021-02-25,Withdrawn (Sec 12A),925,1048.71,38.06,71,12,0,1,1,2021,6.956269214527765,0.16901408450704225,1,2
CIRP-00780,Infrastructure,NCLT Delhi,2019-01-01,Resolution Plan Approved,855,215.87,32.42,77,6,1,0,1,2019,5.379298095680316,0.07792207792207792,4,2
CIRP-00781,Retail,NCLT Chennai,2019-01-21,Appeal Pending,560,85.63,,54,16,0,0,0,2019,4.4616461759020485,0.2962962962962963,8,1
CIRP-00782,Infrastructure,NCLT Ahmedabad,2020-03-09,Settled,388,21.87,38.04,125,1,0,0,1,2020,3.12982600803469,0.008,4,0
CIRP-00783,Infrastructure,NCLT Kolkata,2018-05-09,Liquidation Order,559,30.41,5.14,5,14,0,1,0,2018,3.447126313550555,2.8,4,4
CIRP-00784,Healthcare,NCLT Ahmedabad,2020-10-27,Withdrawn (Sec 12A),244,284.45,74.77,2,19,0,0,1,2020,5.654066882410268,9.5,2,0
CIRP-00785,Infrastructure,NCLT Chennai,2017-06-17,Settled,740,65.67,55.63,128,16,0,1,1,2017,4.199755076629969,0.125,4,1
CIRP-00786,Banking & Finance,NCLT Chennai,2019-11-23,Withdrawn (Sec 12A),1004,261.56,64.6,54,12,0,0,1,2019,5.570479627341781,0.2222222222222222,0,1
CIRP-00787,Energy,NCLT Hyderabad,2019-08-09,Liquidation Order,696,12.71,0.2,99,11,0,0,0,2019,2.6181254935742233,0.1111111111111111,1,3
CIRP-00788,Infrastructure,NCLT Delhi,2019-03-01,Appeal Pending,228,12.3,,103,19,0,0,0,2019,2.5877640352277083,0.18446601941747573,4,2
CIRP-00789,Telecom,NCLT Delhi,2021-07-16,Settled,606,16.66,41.01,42,14,0,1,1,2021,2.8713021951758138,0.3333333333333333,9,2
CIRP-00790,Infrastructure,NCLT Ahmedabad,2020-11-24,Liquidation Order,307,4.91,2.43,44,6,0,0,0,2020,1.776645831418007,0.13636363636363635,4,0
CIRP-00791,Telecom,NCLT Hyderabad,2020-02-19,Liquidation Order,357,40.85,7.43,142,5,0,0,0,2020,3.7340917969354845,0.035211267605633804,9,3
CIRP-00792,Others,NCLT Ahmedabad,2019-01-08,Liquidation Order,666,1651.93,3.1,104,11,0,1,0,2019,7.410304749676925,0.10576923076923077,6,0
CIRP-00793,Real Estate,NCLT Ahmedabad,2018-11-12,Appeal Pending,543,125.5,,62,7,0,0,0,2018,4.840242308167575,0.11290322580645161,7,0
CIRP-00794,Banking & Finance,NCLT Ahmedabad,2017-05-07,Appeal Pending,182,5126.87,,145,2,0,0,0,2017,8.542445647265122,0.013793103448275862,0,0
CIRP-00795,Healthcare,NCLT Ahmedabad,2019-07-10,Appeal Pending,90,27.04,,37,20,0,0,0,2019,3.3336320621663895,0.5405405405405406,2,0
CIRP-00796,Others,NCLT Delhi,2018-02-11,Settled,292,33.1,88.68,54,17,0,0,1,2018,3.529297384289471,0.3148148148148148,6,2
CIRP-00797,Banking & Finance,NCLT Mumbai,2018-06-07,Ongoing,103,61.17,,41,2,0,0,0,2018,4.129872568281246,0.04878048780487805,0,5
CIRP-00798,IT / Technology,NCLT Ahmedabad,2017-01-23,Resolution Plan Approved,455,1333.21,13.47,139,1,1,0,1,2017,7.196094635375493,0.007194244604316547,3,0
CIRP-00799,Banking & Finance,NCLT Mumbai,2017-02-20,Withdrawn (Sec 12A),160,69.1,63.84,58,10,0,0,1,2017,4.249922794040544,0.1724137931034483,0,5
CIRP-00800,Manufacturing,NCLT Chennai,2019-08-02,Liquidation Order,208,181.05,1.21,46,19,0,0,0,2019,5.204281374621442,0.41304347826086957,5,1
CIRP-00801,Real Estate,NCLT Ahmedabad,2018-07-16,Liquidation Order,655,375.61,1.09,2,7,1,0,0,2018,5.931210169242796,3.5,7,0
CIRP-00802,Real Estate,NCLT Kolkata,2021-05-31,Appeal Pending,171,252.87,,127,10,0,0,0,2021,5.5368223249749455,0.07874015748031496,7,4
CIRP-00803,Others,NCLT Mumbai,2022-09-13,Withdrawn (Sec 12A),901,92.95,32.21,129,10,0,0,1,2022,4.5427627258594745,0.07751937984496124,6,5
CIRP-00804,IT / Technology,NCLT Mumbai,2019-09-13,Ongoing,396,263.4,,127,15,0,0,0,2019,5.577463107977531,0.11811023622047244,3,5
CIRP-00805,Manufacturing,NCLT Delhi,2020-03-27,Appeal Pending,189,186.41,,81,3,0,0,0,2020,5.233298730173588,0.037037037037037035,5,2
CIRP-00806,Infrastructure,NCLT Chennai,2022-06-22,Resolution Plan Approved,497,84.11,35.67,93,1,0,0,1,2022,4.4439445374888695,0.010752688172043012,4,1
CIRP-00807,IT / Technology,NCLT Kolkata,2019-08-07,Withdrawn (Sec 12A),256,15.75,80.42,144,9,0,0,1,2019,2.8183982582710754,0.0625,3,4
CIRP-00808,Infrastructure,NCLT Kolkata,2019-11-17,Appeal Pending,509,103.8,,66,11,0,1,0,2019,4.6520537718869415,0.16666666666666666,4,4
CIRP-00809,Banking & Finance,NCLT Delhi,2021-08-08,Appeal Pending,54,141.3,,77,14,0,0,0,2021,4.957937505095806,0.18181818181818182,0,2
CIRP-00810,Infrastructure,NCLT Ahmedabad,2021-05-04,Resolution Plan Approved,605,44.11,22.39,113,0,0,0,1,2021,3.8091039514203047,0.0,4,0
CIRP-00811,IT / Technology,NCLT Delhi,2020-02-28,Withdrawn (Sec 12A),199,8.52,62.4,27,1,0,1,1,2020,2.253394848803274,0.037037037037037035,3,2
CIRP-00812,Manufacturing,NCLT Ahmedabad,2022-11-19,Appeal Pending,489,160.07,,24,15,0,0,0,2022,5.081839053102588,0.625,5,0
CIRP-00813,IT / Technology,NCLT Ahmedabad,2017-07-13,Ongoing,350,20.03,,123,4,0,1,0,2017,3.0459499897146083,0.032520325203252036,3,0
CIRP-00814,Retail,NCLT Ahmedabad,2022-10-04,Ongoing,119,16.2,,76,2,0,1,0,2022,2.8449093838194073,0.02631578947368421,8,0
CIRP-00815,Banking & Finance,NCLT Chennai,2017-11-21,Liquidation Order,616,52.77,1.61,83,3,0,1,0,2017,3.9847156908215866,0.03614457831325301,0,1
CIRP-00816,Manufacturing,NCLT Ahmedabad,2021-05-07,Ongoing,217,65.19,,111,1,0,1,0,2021,4.1925293941308315,0.009009009009009009,5,0
CIRP-00817,Telecom,NCLT Kolkata,2021-11-19,Liquidation Order,857,652.69,3.9,150,2,0,0,0,2021,6.482633232964579,0.013333333333333334,9,4
CIRP-00818,Manufacturing,NCLT Mumbai,2022-06-02,Appeal Pending,273,59.42,,94,16,0,0,0,2022,4.101320175958526,0.1702127659574468,5,5
CIRP-00819,IT / Technology,NCLT Ahmedabad,2021-09-24,Settled,148,922.46,54.68,17,4,0,1,1,2021,6.828127485219918,0.23529411764705882,3,0
CIRP-00820,Telecom,NCLT Mumbai,2022-02-15,Withdrawn (Sec 12A),721,32.3,76.43,62,3,0,0,1,2022,3.505557396986398,0.04838709677419355,9,5
CIRP-00821,Infrastructure,NCLT Mumbai,2022-05-29,Appeal Pending,400,151.46,,105,14,0,1,0,2022,5.0269022665601275,0.13333333333333333,4,5
CIRP-00822,Retail,NCLT Kolkata,2018-12-26,Ongoing,584,14.6,,144,2,0,0,0,2018,2.747270914255491,0.013888888888888888,8,4
CIRP-00823,Real Estate,NCLT Kolkata,2019-09-09,Withdrawn (Sec 12A),938,284.75,49.77,147,1,0,1,1,2019,5.65511730267492,0.006802721088435374,7,4
CIRP-00824,Healthcare,NCLT Delhi,2020-09-20,Liquidation Order,606,65.71,10.05,28,14,0,0,0,2020,4.200354866721424,0.5,2,2
CIRP-00825,Retail,NCLT Delhi,2021-01-17,Settled,1008,126.77,80.26,71,8,0,0,1,2021,4.850231772603232,0.11267605633802817,8,2
CIRP-00826,Infrastructure,NCLT Mumbai,2019-01-06,Resolution Plan Approved,313,105.44,49.63,110,8,0,0,1,2019,4.667581446109488,0.07272727272727272,4,5
CIRP-00827,Retail,NCLT Delhi,2021-01-26,Settled,550,43.35,51.76,110,16,0,0,1,2021,3.7921127087555884,0.14545454545454545,8,2
CIRP-00828,IT / Technology,NCLT Chennai,2019-01-26,Resolution Plan Approved,487,43.17,49.39,123,11,0,0,1,2019,3.7880458256084353,0.08943089430894309,3,1
CIRP-00829,Manufacturing,NCLT Chennai,2017-09-08,Ongoing,289,150.09,,3,2,0,0,0,2017,5.01787568575175,0.6666666666666666,5,1
CIRP-00830,Real Estate,NCLT Kolkata,2019-10-26,Ongoing,110,9.48,,13,2,0,0,0,2019,2.349468678892896,0.15384615384615385,7,4
CIRP-00831,Real Estate,NCLT Hyderabad,2018-03-19,Liquidation Order,894,54.0,0.78,8,8,1,0,0,2018,4.007333185232471,1.0,7,3
CIRP-00832,Banking & Finance,NCLT Chennai,2022-12-13,Ongoing,323,93.19,,90,16,0,1,0,2022,4.545314018834726,0.17777777777777778,0,1
CIRP-00833,Healthcare,NCLT Mumbai,2019-02-27,Ongoing,292,11.98,,75,16,0,0,0,2019,2.563409711275944,0.21333333333333335,2,5
CIRP-00834,Others,NCLT Kolkata,2020-09-22,Resolution Plan Approved,563,3.91,41.71,69,9,0,0,1,2020,1.5912739418064292,0.13043478260869565,6,4
CIRP-00835,Energy,NCLT Ahmedabad,2021-12-04,Appeal Pending,61,106.7,,44,2,0,0,0,2021,4.679349584162343,0.045454545454545456,1,0
CIRP-00836,Retail,NCLT Hyderabad,2019-08-26,Resolution Plan Approved,1066,18.18,14.12,96,10,0,0,1,2019,2.953868069455292,0.10416666666666667,8,3
CIRP-00837,Telecom,NCLT Delhi,2021-02-13,Settled,1061,67.29,64.94,51,8,0,0,1,2021,4.223763342972998,0.1568627450980392,9,2
CIRP-00838,Manufacturing,NCLT Ahmedabad,2018-04-06,Ongoing,186,37.61,,21,10,0,0,0,2018,3.653511310276145,0.47619047619047616,5,0
CIRP-00839,Infrastructure,NCLT Kolkata,2020-07-12,Liquidation Order,731,184.38,0.4,14,12,0,1,0,2020,5.222407772447687,0.8571428571428571,4,4
CIRP-00840,Healthcare,NCLT Delhi,2017-03-14,Appeal Pending,306,14.21,,150,4,0,0,0,2017,2.7219531062712017,0.02666666666666667,2,2
CIRP-00841,Real Estate,NCLT Delhi,2017-12-02,Ongoing,50,140.0,,95,17,1,0,0,2017,4.948759890378168,0.17894736842105263,7,2
CIRP-00842,Banking & Finance,NCLT Mumbai,2018-12-26,Settled,742,118.62,61.68,135,2,0,1,1,2018,4.784320051616411,0.014814814814814815,0,5
CIRP-00843,IT / Technology,NCLT Kolkata,2020-01-18,Withdrawn (Sec 12A),667,855.81,34.68,58,12,0,0,1,2020,6.7532161904006305,0.20689655172413793,3,4
CIRP-00844,Healthcare,NCLT Mumbai,2019-06-08,Settled,229,240.02,70.97,62,16,0,0,1,2019,5.484879917599246,0.25806451612903225,2,5
CIRP-00845,Telecom,NCLT Kolkata,2017-08-03,Ongoing,338,42.1,,141,8,0,1,0,2017,3.763522997109702,0.05673758865248227,9,4
CIRP-00846,IT / Technology,NCLT Mumbai,2017-07-28,Withdrawn (Sec 12A),417,605.63,69.96,53,16,0,0,1,2017,6.407919050015748,0.3018867924528302,3,5
CIRP-00847,Telecom,NCLT Mumbai,2022-09-28,Settled,123,19.59,48.62,15,0,0,0,1,2022,3.0248055210396982,0.0,9,5
CIRP-00848,Manufacturing,NCLT Ahmedabad,2019-10-02,Appeal Pending,247,600.74,,9,2,0,0,0,2019,6.399825458328172,0.2222222222222222,5,0
CIRP-00849,IT / Technology,NCLT Kolkata,2021-12-18,Liquidation Order,249,47.75,1.11,14,20,0,0,0,2021,3.886705197443856,1.4285714285714286,3,4
CIRP-00850,Infrastructure,NCLT Chennai,2018-05-04,Ongoing,563,31.68,,18,19,0,0,0,2018,3.486763269991802,1.0555555555555556,4,1
CIRP-00851,Infrastructure,NCLT Hyderabad,2022-02-23,Resolution Plan Approved,313,54.81,36.07,70,20,0,1,1,2022,4.021953064800342,0.2857142857142857,4,3
CIRP-00852,Banking & Finance,NCLT Ahmedabad,2017-02-05,Appeal Pending,321,26.02,,58,11,1,1,0,2017,3.2965773325320527,0.1896551724137931,0,0
CIRP-00853,Telecom,NCLT Hyderabad,2018-09-24,Withdrawn (Sec 12A),651,626.99,59.09,45,17,0,1,1,2018,6.442524242774538,0.37777777777777777,9,3
CIRP-00854,IT / Technology,NCLT Kolkata,2017-05-21,Liquidation Order,849,18.3,0.99,18,15,1,1,0,2017,2.9601050959108397,0.8333333333333334,3,4
CIRP-00855,Others,NCLT Hyderabad,2020-04-25,Liquidation Order,595,12.1,3.67,59,0,0,1,0,2020,2.5726122302071057,0.0,6,3
CIRP-00856,Telecom,NCLT Ahmedabad,2018-09-01,Appeal Pending,388,33.7,,103,10,0,0,0,2018,3.5467396869528134,0.0970873786407767,9,0
CIRP-00857,Manufacturing,NCLT Kolkata,2022-12-29,Ongoing,416,148.88,,97,17,0,0,0,2022,5.009834973925487,0.17525773195876287,5,4
CIRP-00858,Infrastructure,NCLT Kolkata,2019-07-12,Resolution Plan Approved,915,33.4,48.2,75,13,0,1,1,2019,3.5380565643793527,0.17333333333333334,4,4
CIRP-00859,Energy,NCLT Mumbai,2017-08-25,Liquidation Order,428,0.85,0.28,122,5,0,0,0,2017,0.6151856390902334,0.040983606557377046,1,5
CIRP-00860,Real Estate,NCLT Mumbai,2019-12-13,Withdrawn (Sec 12A),557,184.98,59.32,149,11,0,0,1,2019,5.225639141050051,0.0738255033557047,7,5
CIRP-00861,Energy,NCLT Chennai,2021-12-08,Resolution Plan Approved,1066,60.52,34.56,44,16,0,0,1,2021,4.119362325197389,0.36363636363636365,1,1
CIRP-00862,Energy,NCLT Chennai,2018-09-26,Ongoing,542,186.59,,63,15,0,0,0,2018,5.2342587302473165,0.23809523809523808,1,1
CIRP-00863,Infrastructure,NCLT Kolkata,2019-06-16,Settled,1080,156.19,67.25,13,8,0,1,1,2019,5.057455264740146,0.6153846153846154,4,4
CIRP-00864,Banking & Finance,NCLT Hyderabad,2021-12-10,Appeal Pending,88,160.99,,130,8,1,0,0,2021,5.0875346049320465,0.06153846153846154,0,3
CIRP-00865,Others,NCLT Chennai,2020-03-01,Ongoing,131,35.94,,48,5,1,1,0,2020,3.609294974771094,0.10416666666666667,6,1
CIRP-00866,Energy,NCLT Hyderabad,2020-04-26,Liquidation Order,1035,23.25,1.45,29,20,0,0,0,2020,3.188416617383492,0.6896551724137931,1,3
CIRP-00867,Energy,NCLT Ahmedabad,2022-05-14,Resolution Plan Approved,1030,532.89,43.19,85,11,0,1,1,2022,6.28018982523146,0.12941176470588237,1,0
CIRP-00868,Infrastructure,NCLT Chennai,2018-04-25,Liquidation Order,84,231.83,0.68,146,10,0,0,0,2018,5.450308573534157,0.0684931506849315,4,1
CIRP-00869,Real Estate,NCLT Kolkata,2022-04-10,Resolution Plan Approved,345,176.24,38.09,30,12,0,0,1,2022,5.177504746331289,0.4,7,4
CIRP-00870,IT / Technology,NCLT Kolkata,2022-03-07,Settled,268,16.86,49.42,99,3,0,0,1,2022,2.882563575448353,0.030303030303030304,3,4
CIRP-00871,Real Estate,NCLT Hyderabad,2017-09-23,Ongoing,529,23.94,,131,4,0,0,0,2017,3.2164729402518906,0.030534351145038167,7,3
CIRP-00872,Telecom,NCLT Chennai,2017-12-23,Liquidation Order,186,8.39,4.31,108,7,0,0,0,2017,2.2396452932201716,0.06481481481481481,9,1
CIRP-00873,Telecom,NCLT Chennai,2020-05-05,Ongoing,62,122.29,,149,9,1,0,0,2020,4.814539303880461,0.06040268456375839,9,1
CIRP-00874,Infrastructure,NCLT Ahmedabad,2017-04-30,Ongoing,348,352.94,,51,3,0,0,0,2017,5.869127407243039,0.058823529411764705,4,0
CIRP-00875,Energy,NCLT Chennai,2022-05-11,Ongoing,64,120.58,,34,17,0,0,0,2022,4.800572482320576,0.5,1,1
CIRP-00876,Healthcare,NCLT Kolkata,2022-03-16,Settled,795,42.06,53.46,8,13,1,1,1,2022,3.762594491936217,1.625,2,4
CIRP-00877,Manufacturing,NCLT Hyderabad,2019-12-13,Ongoing,276,23.07,,150,3,0,0,0,2019,3.1809662517949806,0.02,5,3
CIRP-00878,Manufacturing,NCLT Delhi,2021-09-01,Ongoing,307,48.98,,43,16,0,1,0,2021,3.9116229254068062,0.37209302325581395,5,2
CIRP-00879,Manufacturing,NCLT Delhi,2021-01-30,Ongoing,555,544.03,,112,15,0,1,0,2021,6.300840839019835,0.13392857142857142,5,2
CIRP-00880,Manufacturing,NCLT Mumbai,2018-07-31,Appeal Pending,121,16.25,,53,16,0,1,0,2018,2.847812143477369,0.3018867924528302,5,5
CIRP-00881,IT / Technology,NCLT Delhi,2021-06-24,Ongoing,308,67.76,,112,19,0,1,0,2021,4.230622180514649,0.16964285714285715,3,2
CIRP-00882,Healthcare,NCLT Kolkata,2022-06-02,Withdrawn (Sec 12A),182,267.73,56.77,55,9,0,0,1,2022,5.593707158068019,0.16363636363636364,2,4
CIRP-00883,Others,NCLT Kolkata,2021-06-11,Liquidation Order,910,1126.28,2.89,112,9,0,0,0,2021,7.027562930386849,0.08035714285714286,6,4
CIRP-00884,Banking & Finance,NCLT Ahmedabad,2021-10-26,Withdrawn (Sec 12A),968,65.12,39.48,72,16,0,0,1,2021,4.191471272952824,0.2222222222222222,0,0
CIRP-00885,Energy,NCLT Hyderabad,2020-05-03,Withdrawn (Sec 12A),484,242.85,29.0,122,5,0,0,1,2020,5.496553282156062,0.040983606557377046,1,3
CIRP-00886,Energy,NCLT Ahmedabad,2020-05-05,Withdrawn (Sec 12A),751,10.47,70.37,83,4,0,0,1,2020,2.4397349311412793,0.04819277108433735,1,0
CIRP-00887,Others,NCLT Delhi,2018-12-21,Liquidation Order,803,54.56,1.35,98,13,0,0,0,2018,4.017463517886143,0.1326530612244898,6,2
CIRP-00888,Manufacturing,NCLT Chennai,2017-09-07,Appeal Pending,121,88.43,,78,15,0,0,0,2017,4.49345619635809,0.19230769230769232,5,1
CIRP-00889,IT / Technology,NCLT Hyderabad,2017-04-17,Ongoing,477,429.74,,50,14,0,0,0,2017,6.065504659816447,0.28,3,3
CIRP-00890,Real Estate,NCLT Hyderabad,2022-06-01,Appeal Pending,598,225.14,,3,7,0,0,0,2022,5.421154276507099,2.3333333333333335,7,3
CIRP-00891,Banking & Finance,NCLT Mumbai,2019-08-25,Ongoing,473,114.81,,26,5,0,0,0,2019,4.751950917196286,0.19230769230769232,0,5
CIRP-00892,IT / Technology,NCLT Delhi,2019-09-24,Liquidation Order,915,214.67,4.5,63,8,0,0,0,2019,5.3737494616638894,0.12698412698412698,3,2
CIRP-00893,IT / Technology,NCLT Kolkata,2020-04-21,Liquidation Order,95,5.16,0.32,67,11,0,0,0,2020,1.8180767775454285,0.16417910447761194,3,4
CIRP-00894,Others,NCLT Delhi,2022-01-21,Resolution Plan Approved,935,1781.77,38.77,133,3,0,0,1,2022,7.485923613468398,0.022556390977443608,6,2
CIRP-00895,Manufacturing,NCLT Mumbai,2019-04-06,Liquidation Order,617,8.33,8.46,61,3,0,0,0,2019,2.2332350148592526,0.04918032786885246,5,5
CIRP-00896,Manufacturing,NCLT Hyderabad,2017-02-15,Settled,508,367.19,56.9,38,20,0,0,1,2017,5.908599109277526,0.5263157894736842,5,3
CIRP-00897,Infrastructure,NCLT Hyderabad,2022-01-22,Appeal Pending,174,650.75,,116,6,0,0,0,2022,6.479661052813611,0.05172413793103448,4,3
CIRP-00898,Banking & Finance,NCLT Chennai,2022-10-13,Resolution Plan Approved,99,135.36,50.68,122,6,0,0,1,2022,4.915298447269702,0.04918032786885246,0,1
CIRP-00899,Healthcare,NCLT Mumbai,2020-06-16,Ongoing,235,1052.09,,24,17,0,0,0,2020,6.959483978567086,0.7083333333333334,2,5
CIRP-00900,Infrastructure,NCLT Delhi,2022-08-18,Ongoing,586,50.7,,125,12,1,0,0,2022,3.9454577815143836,0.096,4,2
CIRP-00901,Manufacturing,NCLT Ahmedabad,2022-07-01,Liquidation Order,203,19.66,10.23,83,6,0,0,0,2022,3.0281994636914926,0.07228915662650602,5,0
CIRP-00902,IT / Technology,NCLT Kolkata,2019-08-22,Liquidation Order,774,119.11,2.05,24,7,0,0,0,2019,4.788407989566399,0.2916666666666667,3,4
CIRP-00903,Retail,NCLT Mumbai,2017-12-31,Settled,179,58.9,51.17,102,10,1,0,1,2017,4.092676505121403,0.09803921568627451,8,5
CIRP-00904,Others,NCLT Kolkata,2017-04-26,Liquidation Order,505,11.49,6.22,100,18,1,1,0,2017,2.5249283241374862,0.18,6,4
CIRP-00905,Healthcare,NCLT Kolkata,2020-07-01,Liquidation Order,598,29.32,4.11,45,0,0,0,0,2020,3.411807560774171,0.0,2,4
CIRP-00906,Energy,NCLT Hyderabad,2022-01-23,Settled,662,6.43,73.37,147,11,0,0,1,2022,2.005525858729668,0.07482993197278912,1,3
CIRP-00907,Infrastructure,NCLT Chennai,2019-05-14,Settled,980,2.59,78.43,28,13,1,0,1,2019,1.2781522025001875,0.4642857142857143,4,1
CIRP-00908,Telecom,NCLT Chennai,2017-01-28,Withdrawn (Sec 12A),448,96.56,65.69,72,17,0,0,1,2017,4.580467573347719,0.2361111111111111,9,1
CIRP-00909,Real Estate,NCLT Kolkata,2021-12-31,Appeal Pending,394,342.46,,142,0,0,0,0,2021,5.839070656555716,0.0,7,4
CIRP-00910,IT / Technology,NCLT Kolkata,2021-08-10,Liquidation Order,1088,104.33,4.86,46,6,0,0,0,2021,4.6570982788484505,0.13043478260869565,3,4
CIRP-00911,Infrastructure,NCLT Hyderabad,2022-01-11,Resolution Plan Approved,107,43.69,28.17,56,16,0,0,1,2022,3.79974976294536,0.2857142857142857,4,3
CIRP-00912,Banking & Finance,NCLT Mumbai,2018-10-19,Liquidation Order,905,21.31,3.51,60,0,0,1,0,2018,3.105035008444441,0.0,0,5
CIRP-00913,Banking & Finance,NCLT Mumbai,2019-10-02,Liquidation Order,699,94.7,1.46,132,0,0,1,0,2019,4.5612182984589085,0.0,0,5
CIRP-00914,Real Estate,NCLT Chennai,2020-05-26,Withdrawn (Sec 12A),701,101.41,58.57,87,4,0,1,1,2020,4.628984364087346,0.04597701149425287,7,1
CIRP-00915,Retail,NCLT Chennai,2022-03-31,Withdrawn (Sec 12A),259,86.0,67.75,32,4,0,1,1,2022,4.465908118654584,0.125,8,1
CIRP-00916,Telecom,NCLT Mumbai,2020-11-21,Withdrawn (Sec 12A),723,326.14,70.43,141,20,0,0,1,2020,5.790388213830379,0.14184397163120568,9,5
CIRP-00917,Infrastructure,NCLT Chennai,2018-05-14,Withdrawn (Sec 12A),538,13.78,84.17,110,5,0,0,1,2018,2.6932749155200555,0.045454545454545456,4,1
CIRP-00918,Telecom,NCLT Kolkata,2017-08-11,Resolution Plan Approved,709,6.72,17.08,104,19,0,0,1,2017,2.0438143640366846,0.18269230769230768,9,4
CIRP-00919,Others,NCLT Mumbai,2020-11-10,Liquidation Order,612,288.87,2.49,101,4,0,1,0,2020,5.669432546612789,0.039603960396039604,6,5
CIRP-00920,Energy,NCLT Delhi,2017-05-14,Resolution Plan Approved,376,20.37,38.34,63,5,0,0,1,2017,3.0619880693310564,0.07936507936507936,1,2
CIRP-00921,Infrastructure,NCLT Ahmedabad,2018-09-02,Withdrawn (Sec 12A),585,1072.84,65.38,6,6,0,0,1,2018,6.97899628817938,1.0,4,0
CIRP-00922,IT / Technology,NCLT Mumbai,2017-10-21,Resolution Plan Approved,991,443.33,31.2,19,17,0,1,1,2017,6.0965675296069906,0.8947368421052632,3,5
CIRP-00923,Real Estate,NCLT Mumbai,2022-01-24,Appeal Pending,151,181.33,,26,0,0,0,0,2022,5.205818232051113,0.0,7,5
CIRP-00924,IT / Technology,NCLT Kolkata,2018-06-06,Ongoing,191,4.08,,44,20,0,0,0,2018,1.6253112615903906,0.45454545454545453,3,4
CIRP-00925,IT / Technology,NCLT Ahmedabad,2020-05-18,Liquidation Order,806,2.17,2.35,40,2,0,0,0,2020,1.1537315878891892,0.05,3,0
CIRP-00926,Energy,NCLT Chennai,2021-08-28,Settled,641,52.05,81.44,149,14,0,1,1,2021,3.971234865059992,0.09395973154362416,1,1
CIRP-00927,Healthcare,NCLT Hyderabad,2019-12-01,Liquidation Order,860,39.26,8.33,71,1,0,1,0,2019,3.695358420211645,0.014084507042253521,2,3
CIRP-00928,Infrastructure,NCLT Hyderabad,2017-03-04,Appeal Pending,163,39.44,,60,11,1,0,0,2017,3.6998193941522706,0.18333333333333332,4,3
CIRP-00929,Real Estate,NCLT Chennai,2017-06-19,Ongoing,176,163.72,,109,17,0,0,0,2017,5.104247062719534,0.1559633027522936,7,1
CIRP-00930,Telecom,NCLT Kolkata,2018-01-20,Appeal Pending,387,43.91,,9,2,0,1,0,2018,3.8046604870996465,0.2222222222222222,9,4
CIRP-00931,Banking & Finance,NCLT Kolkata,2020-01-06,Appeal Pending,233,1.48,,67,17,0,0,0,2020,0.9082585601768908,0.2537313432835821,0,4
CIRP-00932,Others,NCLT Chennai,2019-08-01,Resolution Plan Approved,1017,3.61,18.39,96,2,0,0,1,2019,1.528227857008557,0.020833333333333332,6,1
CIRP-00933,Telecom,NCLT Hyderabad,2022-01-28,Appeal Pending,285,23.61,,89,5,0,0,0,2022,3.2031528644029645,0.056179775280898875,9,3
CIRP-00934,Retail,NCLT Kolkata,2020-02-17,Ongoing,261,381.91,,7,11,0,0,0,2020,5.947799974621718,1.5714285714285714,8,4
CIRP-00935,Banking & Finance,NCLT Hyderabad,2019-05-18,Liquidation Order,82,970.46,4.77,138,14,1,0,0,2019,6.878800094526716,0.10144927536231885,0,3
CIRP-00936,Telecom,NCLT Kolkata,2022-01-16,Settled,566,70.63,85.91,53,1,0,0,1,2022,4.27151398062636,0.018867924528301886,9,4
CIRP-00937,Telecom,NCLT Chennai,2022-01-20,Appeal Pending,73,53.93,,81,8,0,0,0,2022,4.006059647354529,0.09876543209876543,9,1
CIRP-00938,Real Estate,NCLT Kolkata,2020-03-22,Withdrawn (Sec 12A),474,266.3,63.58,15,3,0,1,1,2020,5.588371623144873,0.2,7,4
CIRP-00939,Healthcare,NCLT Hyderabad,2018-06-23,Withdrawn (Sec 12A),319,1568.06,58.22,30,10,0,1,1,2018,7.35823199291965,0.3333333333333333,2,3
CIRP-00940,Retail,NCLT Kolkata,2017-11-27,Ongoing,524,16.94,,114,0,0,0,0,2017,2.88703285663065,0.0,8,4
CIRP-00941,Telecom,NCLT Ahmedabad,2017-05-26,Appeal Pending,232,81.18,,93,13,0,0,0,2017,4.408911963455264,0.13978494623655913,9,0
CIRP-00942,Others,NCLT Ahmedabad,2022-05-26,Ongoing,438,24.23,,39,0,0,0,0,2022,3.2280337626529665,0.0,6,0
CIRP-00943,Others,NCLT Ahmedabad,2018-12-21,Settled,633,139.51,64.98,83,14,0,1,1,2018,4.945278660618249,0.1686746987951807,6,0
CIRP-00944,Healthcare,NCLT Chennai,2017-02-12,Resolution Plan Approved,366,43.08,40.37,96,1,0,0,1,2017,3.786006164844659,0.010416666666666666,2,1
